Number ,Date,Rating ,Label ,User,Review
289,27 Januari 2023,5,Possitive,ratmika komang,"Sangat bermanfaat untuk masyarakat, terutama mengetahui informasi tentang pln, melaporkan gangguan, melakukan pembayaran/token, melakukan perubahan daya, dan masih banyak lagi yg lainnya. Mantap pln mobile"
290,1 Februari 2023,5,Possitive,Wisnu Pujakusuma,"Aplikasi semakin improve.. Sudah dikasih pemberitahuan jika mau ada pemadaman listrik terencana, jumlah tagihan bulanan, sisa token listrik, buat pengaduan gangguan kelistrikan.. good apps. 👍"
291,10 Februari 2023,5,Possitive,Dg Reinaldy,"Aplikasi PLN Mobile terbaik. Kita bisa memantau pemakaian listrik, ada notifikasi jika terjadi pemadaman listrik, dan untuk pelaporan gangguan sangat fast respon Mudah2n kedepannya semakin baik lagi⚡⚡"
292,3 Februari 2023,5,Possitive,Bang Pendi,Pelayanan baik dan mudah di gunakan ya sehingga kita dapat bisa apa yg di tentang kelistrikan yg kami gunakan dengan pln mobile. Terimakasih pln atas aplikasi yg mudah cepat tanggap 🙏💪👍
293,26 Januari 2023,5,Possitive,Fadilah Aulia,"Aplikasinya sangat membantu banget, lebih mudah dan praktis terutama info pemadaman yang sangat berguna serta fitur-fitur lainnya yang memudah pengguna ketika ingin mengisi token listrik dll."
294,7 Februari 2023,5,Possitive,Dody Iskandar,Sangat baik dan membantu sekali ketika ada gangguan atau tambah daya sangat cepat responsive petugas lgsung datang... Good job🫰
295,27 Januari 2023,5,Possitive,Mulyadi Aja,"Aplikasinya bagus dapat membantu saya dalam pengaduan secara cepat tanpa harus datang langsung ke kantornya, sangat efisien dalam menghemat waktu. Terima kasih PLN Mobile 😊"
296,23 Februari 2023,5,Possitive,Jasser Bahaweres,"Aplikasi PLN MOBILE sangat membantu, saat pembelian pulsa atau pembayaran rekening setiap bulannya, dan dengan PLN MOBILE juga memudahkan saya saat melapor gangguan listrik di rumah. PLN MOBILE MANTAAPP...."
297,17 Februari 2023,5,Possitive,aditya setiawan,"Aplikasi sangat memudahkan terkait adanya info gangguan, penambahan daya, dan pasang baru, memudahkan juga dalam penghitungan estimasi pencatatan meter bulanan, aplikasi sangat membantu"
298,20 Februari 2023,5,Possitive,eka lestari,"Aplikasinya bagus cukup membantu, untuk promo mungkin bisa ditambahkan selain promo tambah daya tentunya, lebih seru lagi klo ada cashback & discnya."
299,17 Februari 2023,5,Possitive,Ade Gustiwati,"Alhamdulillah, cek tagihan dan proses pembayarannya mudah, suka dapat info terbaru jika ada gangguan. hanya saja perlu diperbaiki terkait informasi koneksi iconnet. pokoknya mantap lah👍"
300,9 Februari 2023,5,Possitive,andrie ahmad,"Cakep nih, aplikasi sangat membantu dengan banyak fitur seperti catat meter, beli token, simulasi biaya penyambungan dan masih banyak lagi. Dengan PLN mobile semua Semakin mudah, PLN mobile mantabbb"
301,7 Februari 2023,5,Possitive,Achmad Muchlasin,"Terima kasih PLN, dengan aplikasi ini saya sangat dimudakan saat dirumah ada gangguan, penanganan cepat dan dapat dipantau dari aplikasi, jadi saya tau kapan petugas akan datang menangani. Semoga aplikasi ini dapat terus berkembang dan dapat meningkatkan layanan PLN untuk pelanggan."
302,2 Februari 2023,5,Possitive,nashry adi,"Aplikasi yang sangat membantu, bisa melakukan pasang baru atau tambah daya lewat aplikasi. Pembelian token atau pembayaran rekening lewat aplikask tanpa biaya admin. Laporan gangguan pun bisa dari aplikasi ini gk perlu lagi ke kantor PLN"
303,23 Januari 2023,1,Negative,Ciel Phantomhive,"Apakah aplikasi ini benar benar bisa digunakan, mengapa selalu saja menunjukkan notif kalau aplikasi dalam keadaan gangguan, cobalah beberapa saat lagi. Apakah ini benar efektif atau hanya pemborosan saja. Tanya MENGAPA???"
304,24 Januari 2023,5,Possitive,Noviyan Nando Nugroho,Mempermudah untuk akses info seputaran PLN baik pasang baru atau tambah daya dan lainnya. Semoga kedepan makin banyak fitur2 untuk membuat masyarakat mudah utk memaximalkan aplikasinya.
305,26 Januari 2023,5,Possitive,Dhika Kristiawan,"Aplikasi yg sangat membantu dalam penanganan seluruh keluhan, gangguan dan pembelian token maupun pembayaran listrik. Salut untuk PLN yg sdh menciptakan aplikasi ini. Semoga tambah sukses untuk PLN kedepannya."
306,15 Januari 2023,1,Negative,faiqotus zainiyah,sekarang kalo pengajuan pln smua online gini sangat tidak maksimal dan ribet sekali.. saya pengajuan pemakaian sementara untuk acara dlnikahan aja padahal jelas saya tulis jam 2 sampai jam 3 tidak ada kabar sama sekali dari pln ...online ini bukan malah mempermudah malah mempersulit ya sampai telvon 031123 2xpun tetap tidak ada tindakan
307,17 Januari 2023,5,Possitive,Putra Abu Yazid P,"Terima kasih PLN, sangat membantu sekali dengan berbagai fitur yang sangat diperlukan kami sebagai pelanggan dari pengisian Token, pembelian, pengaduan, penyambungan baru, tambah daya saya pun bisa di aplikasi ini, dan berbagai fitur lainnya. Semua makin mudah dan cepat."
308,24 Februari 2023,1,Negative,Imron Chanel,Saya update ke versi 5.2.37 malah ngeleg. Gak bisa foto catat meter. Begitu masuk menu catat meter aplikasi nutup sendiri. Mohon di perbaiki
309,22 Februari 2023,5,Possitive,Rasian Andras,"Aplikasinya sangat bermanfaat dan mempermudah semua informasi terkait dengan gangguan jaringan, pasang baru, naik daya, pembelian token listrik dan pembayaran rekening listrik. PLN terus jaya dan berinofasi Terimakasih"
310,20 Januari 2023,5,Possitive,Rova Rahmanella,"Aplikasi terus mengalami perbaikan, terbukti dengan semakin mudahnya aplikasi ini diakses dan ditambah dengan berbagai fitur menarik seperti point reward. Nice work!"
311,17 Januari 2023,5,Possitive,elza mardiyeni,"Aplikasi PLN Mobile membuat pelanggan menjadi mudah baik dalam pengaduan masalah atau gangguan listrik, pembayaran dan oemeblian token dan banyak fitur2 aplikasi lain yg sangat membantu tanpa khawatir akan penipuan dan biaya2 gak jelas lainnya"
312,24 Februari 2023,1,Negative,Alipfanny Haja,"Ini developernya ngetest appnya lewat hape mahal kali, ya? Gak semua masyarakat itu hapenya bagus. Aplikasi berat banget. Gimana mau catat meter? Orang setiap, saya ulangi, SETIAP, buka kamera, aplikasi langsung forced close. Petugas PLNnya udah gak pernah nyatat, giliran warganya mau nyatet sendiri infrastukturnya malah gak terjangkau. Ntar tau2 tagihan membengkak seenak PLN aja nulisnya."
313,22 Januari 2023,5,Possitive,Dhanoer Rahmatr,"Terimakasih PLN mobile atas pelayanannya. Dengan adanya aplikasi ini saya dengan mudah mengetahui info terkait listrik seperti pasang baru, migrasi, dan tambah daya dll. Tidak perlu repot2 ke kantor PLN mobile mantap 👍"
314,1 Februari 2023,5,Possitive,Aditya Prayitno,"Trimakasih PLN Mobile,Dengan Aplikasi ini,sangat membantu sekali untuk keperluan Kelistrikan,tanpa harus datang langsung ke kantor PLN,tanpa harus mengantri,tanpa harus menunggu lama,tinggal klik dari manapun semua teratasi 👍 Sukses Terus PLN Mobile👍🙏"
315,20 Januari 2023,5,possitive,Lian TUBA,"Mantap aplikasi nya Iya tapi buat pelayanan pasang baru dari pln benar terpasang dengan cepat pak,sy sering share ke soadara dan rekan"" sy. Bahkan sy buat channel youtube Lian TUBA semua viwer channel sy untuk menggunakan aplikasi pln mobil.terima kasih"
316,2 Februari 2023,5,possitive,Reza Aulia,Aplikasinya sangat membantu bngt dan mudah digunakan/mengoperasikannya...selalu ter up date dan cepat responnya....👍👍👍
317,18 Januari 2023,5,Possitive,rapi antoni,"Aplikasi PLN mobile sangat membantu, jika terjadi gangguan listrik seperti padam, bisa langsung ke tracing dan cepat penanganannya."
318,13 Februari 2023,1,Neutral,Mardi Anto,"Aplikasi nya bagus. Cuma untuk notifikasi nya perlu pengembangan lagi, notifikasi pemadaman nya delay sejam lebih. Apalagi pemadaman nya lebih dari 3 jam"
319,26 Februari 2023,5,Possitive,Mita Lincendi,"Pengalam yang pernah saya alama yaitu pengalam yang sangat luar biasa,,, di mana saya pernah mengikuti lomba volly tingkat nasional. Dan menurut saya itu adalah satu pengalaman yang sangat luar biasa bagi saya"
320,17 Februari 2023,5,Possitive,Arief Wicaksana,Alhamdullilah.... Pelayanan'nya cepat di respon dengan baik.... Pelayanan 24 jam.... Daftarnya tidak susah dan tidak ribet.... Lanjutkan pembaruan yang lebih mudah lagi.... Terima kasih... PLN Mobile.
321,17 Januari 2023,5,Possitive,Dodi Susanto,"Aplikasi keren, pernah mengalami kendala saat token Prabayar gagal masuk. Melapor melalui aplikasi ini, direspon dengan cepat. Segera dikirim cara meresetnya. 👍"
322,31 Januari 2023,5,Possitive,Ramdaniz Daniz,"Alhamdulillah aplikasinya sangat membantu,karna bisa tahu adanya gangguan,tambah daya,pasang baru dan aplikasi yang sangat mudah digunakan."
323,22 Februari 2023,4,Negative,Husen Subandi,ID tiket : EMULBA3S Internet mati. Indikator merah. Sudah dikasih info kabel putus dijalan tapi 1 Minggu lebih tidak ada penanganan. SANGAT MERUGIKAN PENGGUNA. Mohon untuk pelayanan ICONNECT diperbaiki.
324,10 Februari 2023,5,Negative,Joaquinn Nathaniel,"Hallo pln, aplikasi anda ngaco lagi, transaksi saya nyangkut lagi, padahal sudah bayar dengan metode bca va, saldo sudah terpotong, sudah konfirmasi pihak bank juga, barusan bgt looh ini"
325,28 Januari 2023,5,Possitive,Yunus Yunus,Sebelum ada aplikasi PLN mobile rasax sulit sekali untuk pengaduan saat ada gangguan listrik. Tetapi semenjak ada aplikasi PLN mobile semua terasa mudah... Trimakasih PLN 💪 trus untuk menerangi negeri.
326,18 Januari 2023,5,Possitive,Indra B Kusumah,"Aplikasi yg sangat bagus memudahkan penggunanya,,,melakukan keluhan dan gangguan lewat aplikasi sangat responsip dan cepat dalam penangananya,,,terima kasih PLN"
327,18 Januari 2023,5,Possitive,Tri Gustina,Tidak perlu lagi ke kantor PLN untuk melakukan pengaduan. Memang butuh waktu untuk perbaikannya tapi proses pengaduan tetap bisa kita monitoring via aplikasi. Yg jelas pasti aman karna resmi dari PLN . Semoga selalu sukses
328,31 Januari 2023,5,Possitive,Ketut Sapta,"Bagus dan ada notifikasi jika listrik di rumah lagi padam atau akan padam, sangat membantu banget. Apalagi sekarang bisa bayar listrik dan beli token langsung, makin mudah aja. Terimakasih PLN"
329,7 Februari 2023,5,Possitive,nanda hikmah,Aplikasi PLN Mobile semakin banyak kemajuan dan memudahkan pelanggan. Fitur2 yang menarik serta semua bisa terselesaikan hanya dalam genggaman. Terimakasih PLN. Kereeenn euy
330,26 Februari 2023,5,Possitive,Iwan Sarise,"Aplikasi bagus ,sangat membantu ,pelayanan sangat cepat dalam membantu penyelesaian gangguan dan banyak fitur lain untuk mempermudah membantu masyarakat pokoknya ,PLN MANTAP , dan saran untuk provider iconnet jangan di masukan di PLN mobile karena proses pengaduan untuk di atasi sangat lama dan ada sering tidak ada tanggapan pabila sudah melakukan pengaduan hal tersebut mempengaruhi kwalitas kinerja PLN mobile itu sendiri ,terima kasih"
331,27 Februari 2023,1,Negative,Yuliana Yuliana,Hallo selamat siang.gimana penanganan dng listrik padam ini dari tanggal 24 hingga tanggal 27 setiap pagi hinga sore mati lampu.nyala hanya malam saja.knp bisa begitu dan ada apa sebenar nya.mati lampu yg berkepanjangan yang tidak ada penjelasan dan pemberitahuan apa penyebab nya.klu bisa ini saya tidak memberi bintang lagi karna pelayanan ini.dan saya pun sdh bosan memberi penilaian yg tidak ada arti nya😭😭😌😌😌
332,16 Januari 2023,5,Possitive,Yunarto S,"Menggunakan aplikasi ini memberikan pengalaman yang luar biasa. Pengalaman ada gangguan di kwh meter cukup mengirimkan foto kwh meter akan dikirimkan kode untuk ditindaklanjuti secara mandiri. Beres dehh.. Aman tanpa kontak dg petugas PLN, minimalisir covid"
333,23 Februari 2023,5,Possitive,jum malis,"senang sekali,,dengan adanya aplikasi ini bisa memudahkan untuk pembayaran jadi gak usah ribet2,,apalagi untuk para ibu2 yang kadang gak sempat keluar rumahh bisa sangat membantu😊"
334,19 Februari 2023,5,Possitive,setiyadi,"Saran min, aplikasinya mohon ditambah lagi untuk support thermal printer. Jadi bisa langsung otomatis print di aplikasi tidak perlu download lagi"
335,6 Februari 2023,3,Neutral,Oby Amanda,"Aplikasi nya bagus. Cuma sya maau bilang kenapa setiap abis ada pemeriksaan pasti abis itu eror gk bisa diisi token ? Nanti rusak suruh ganti bayar lagi udah 1 kali sya gtu, bobrok bner emang caranya."
336,31 Januari 2023,5,Possitive,Galuh Ferriyanto,"Aplikasinya sangat membantu sekali, banyak kemudahan didalamnya. Semoga kedepan, dilluar aplikasi untuk layanan call center 123 dibebaskan untuk biaya pulsa."
337,6 Februari 2023,5,Possitive,Edhi Yamashita,"aplikasi yang sangat membantu... terutama untuk cek rincian rekening , catat meter mandiri , apalagi untuk tambah daya... mantap lah, ttp berinovasi."
338,28 Januari 2023,4,Possitive,Indriani Pratiwi,"Bagus, buat pengaduan kalau ada pemadaman, jadi tau penanganannya, atau estimasi padam berapa lama walaupun sesekali di status udah nyala tapi actualnya belum, tapi sejauh ini oke PLN apps"
339,31 Januari 2023,3,Neutral,kirman subada,PLN mobile di aplikasi . token sy akan segera habis. TPI kenyataan nya Token sy masih banyak. Coba update notifikasi di aplikasi nya. Karena sy sebelum habis sudah beli lagi. Maaf bintang 🌟🌟🌟 aja dlu y
340,9 Februari 2023,5,Possitive,Supriyono Ngateman,"Aplikasi ini sangat kerennnn...semua yang berhubungan dg pln baik pasang baru, gangguan,migrasi dll semua ada di aplikasi ini.. sangat..sangat membantu sekali...👍👍👍"
341,2 Februari 2023,3,Neutral,ridhoe,"Bintang 3 dulu...live chat nya kenapa tidak bisa dibuka??kalo dibuka ""no data"", itu yg muncul.menurut sy sangat penting menu live chat."
342,17 Januari 2023,5,Possitive,khairun nisa,"Aplikasi PLN mobile sangat keren , jika ada gangguan tinggal lapor aja, pengisian token dll... Aplikasi yg sangat membantu dgn situasi saat ini. Sukses terus"
343,3 Februari 2023,5,Possitive,aladin andriadi,Aplikasi nya gampang diakses untuk pendaftaran pasang baru jg tambah daya.... Bisa juga untuk melihat biaya bulanan pemakain listrik dirumah...
344,24 Februari 2023,5,Possitive,Nia Adinda putri,"listrik malem2 mati udh kebingungan,eh baru tau pln punya aplikasi. gak nyampe 1 jam langsung selesai bisa nyala lagi. sangat membantu. kalo ada bintang 10 saya kasih deh,mentok cuma 5 sih😅"
345,26 Januari 2023,2,Negative,Royadi Putra,"Metode pembayaran berjibun sangking banyak nya tapi satu pun gk fungsi, pengaduan ke cs suruh bayar lewat minimarket biaya layanannya 5000, gak jelas bgt. Nomor tagihan gk muncul lagi"
346,5 Februari 2023,5,Possitive,Siska Ambar,"Sangat membantu, fiturnya jg semakin bnyk .. Ada layanan pengaduan yg bisa di lihat trackingnya .. Menu pasang baru, ubah dy dll .. Semoga kedepan semakin lbh baik"
347,6 Februari 2023,4,Possitive,KEBAS27,"Aplikasi nya sangat mendukung,juga kalo ada ganguan apa2 tentang kilometer listriknya,listriknya, juga bisa lewat aplikasi nya langsung kalo ada gangguan apa2"
348,10 Februari 2023,5,Possitive,Sandi,"PLN mobil adalah aplikasi yang sangat membantu bagi masyarakat yang mengalami gangguan keluhan listrik padam,dengan adanya palikasi ini..masarakat dengan mudah mehubungi pihak PLN terkait...dan setiap ada gangguan keluhan dari PLN mobil PLN langsung datang ke lokasi...aplikasi ini sangat sangat simpel dan mudah...pokonya Saya sangat terbantu oleh aplikasi ini..PLN mobil terbaiklah"
349,6 Februari 2023,5,Possitive,puseno zaenal,"Saya sudah menggunakan PLN Mobile untuk penyambungan baru dan penambahan daya listrik dan Alhamdullilah pelayanan nya cepat, kurang dari 2 minggu listrik sudah ada tersambung dan sekarang kita tak perlu repot bolak-balik ke kantor cabang PLN untuk mengurus penyambungan baru dan penmbahan daya listrik. Bravo PLN Hemat Waktu, Hemat Biaya dan Mudah Menggunakan Aplikasi PLN Mobile."
350,17 Januari 2023,5,Possitive,Hutabarat Star,"Aplikasi yg mantap buat transaksi kelistrikan, apa aja. beli token, history pembelian token, ubah daya, pasang baru dan masih banyak lagi. memang sangat membantu saya dalam hal bertransaksi."
351,6 Februari 2023,5,Possitive,Ahmad Nur Arif,"Pendaftaran mudah, fitur dan menu mudah digunakan, semoga lebih disempurnakan lagi fitur pengingat dan fitur lain yang makin memudahkan"
352,18 Februari 2023,3,Neutral,Media Excel & Aplikasi,"Secara keseluruhan bagus aplikasinya. Cuma sayang..biaya pemasangan baru terlalu lama menunggu. terutama di wilayah kecamatan pamijahan kab bogor, dan butuh biaya yg tidak sedikit."
353,17 Januari 2023,5,Possitive,hendri dwi saputro,"Dengan aplikasi ini saya sangat terbantu dan mempermudah kehidupan saya, respon pengaduan cepat di tanggapin, orang ny ramah, untuk pembelian token listrik tidak dikenakan biaya PLN MOBILE aplikasi terbaik 👍❤️🔥 Terimakasih PLN semoga semakin terang menerangi Indonesia 👍⚡️🇮🇩"
354,18 Januari 2023,2,Neutral,Lenny Andraeni,Ada menu ubah daya. Cuma bisa upgrade aja. Mau downgrade dari 1300 ke 900 ngga biasa. Trus ngapain bikin apps klo tetep suruh ke kantor PLN juga.
355,10 Februari 2023,5,Possitive,Lutfy Setiawan,"sejak adanya pln mobile semua jadi mudah,mau bayar listrik,perubahan daya,pasang baru dan pengaduan gangguan listrik,pokoknya mantap n aplikasinya sangat lengkap"
356,30 Januari 2023,5,Possitive,SYAMSUL ARIFIN,"Aplikasi sangat membantu, saatbterjadi gangguan bisa langsung tracing penyebab gangguan, juga dengan mudah mendapat informasi tentang pelayanan pln, mantab jaya"
357,1 Februari 2023,5,Possitive,Andre Saputra,Aplikasi sangat membantu .. Sy bs pengajuan pengaduan dan di tanggapi cepat proses yg tidak memerlukan waktu kita . Trimssemoga bsa lebih baik dan maju
358,28 Februari 2023,1,Negative,Otong Kosasih,"Pengalaman buruk beli iconnet, dan tidak kejelasan antara teknisi dan aplikasi, membuat saya kesal sendiri, karena kata teknisi sudah penuh dan dicancel olehnya, dan sudah ikuti prosedur refund, tapi ditolak karena masih proses perjalanan atau perluasan jangkauan. Saya sudah input refund lagi untuk kedua kalinya, menunggu lagi jadi lebih kesel lagi"
359,6 Februari 2023,5,Possitive,Maulana Bachtiar,"Aplikasi yg mudah digunakan, kita sebagai pelpapor jadi bisa memantau petugas dan bisa mengecek tagihan, setiap ada pemadaman ataupun adanya gangguan listrik disekitar lokasi/terdampak langsung terkirim notif via PLN mobile maupun email, maju terus PLN, mantapp👌👌"
360,27 Februari 2023,1,Neutral,Lewong Chanel,aplikasinya bagus cuman iconetnya pelayan kurang cepat. wifi trobel lama perbaikannya. tolong di percepat lagi untuk perbaikannya.
361,16 Januari 2023,1,Neutral,pramdia arhando,"Sebelumnya bisa beli pulsa atau token listrik diatas jam 11 atau 12 malam, skrg nggak bisa lagi, harus ada solusinya dong perbankan dan PLN duduk bareng. Kalo gini konsumen yg ribet dan dirugikan jika tiba tiba pulsa habis saat tengah malam"
362,22 Februari 2023,1,Negative,rahmat hidayatulloh,"Kecewa,2 kali live chat by aplikasi dg nama 2 agent yg beda jawaban nya itu2 aja selalu diarahkan ke listriqu... Kena biaya...yg rusak mcb...klu betulin sendiri kan ngga boleh...dulu prna sprti ini ngga kena biaya.uda gitu 3 menit percakapan blm ada balasan langsung ditutup oleh CS... Hello broo pelanggan itu ngetik sambil mikir kaga kayak loe cuma copy paste..."
363,24 Februari 2023,5,Possitive,Robert Pilyai,"PLN Mobile adalah aplikasi yg luar biasa, sangat dimudahkan dalam urusan listrik dan saya pribadi beserta keluarga sangat terbantu dengan Aplikasi ini, mudah-mudahan dapat ditingkatkan lagi fitur-fiturnya...Terima kasih PLN Mobile"
364,24 Februari 2023,5,Possitive,Alik Asy-syubab,Aplikasi ini sangat membantu.... Terimakasih pihak PLN karna dengan aplikasi ini keluhan semua pelanggan jadi mudah di sampaikan. Saat keluhan diterima 5 menit kemudian cara penyelesaian nya dikirim kerennnnnnnn
365,2 Februari 2023,5,Possitive,Maraya Nursadrina,"barusan baru aja ada kendala. pembelian token terdebit 100k via gopay menggunakan pln mobile. sudah kebingungan karena tombol pusat bantuan tidak berfungsi, tapi untungnya langsung ditangani waktu call pln di (kode area) 123👍Terimakasih tim PLN🙏"
366,17 Januari 2023,5,Possitive,Muchamad Ahsinil Umam Akbar,"Sangat berguna dan mudah digunakan, berguna untuk kebutuhan listrik sehari-hari apalagi bila pakai iconnet+ juga sudah tersedia fiturnya disini. Beragam kebutuhan dalam 1 aplikasi"
367,26 Januari 2023,5,Possitive,Alexander Laga,"Dengan Ada nya aplikasi ini, kami sangat merasa dimudahkan untuk melaporkan ke pln, bila terjadi gangguan listrik, atau padam di daerah rumah kami, dan dengan aplikasi ini kami juga dapat melakukan pembelian token listrik, bayar tagihan,melakukan pendaftaran calon pemasangan meter baru,serta mendapat notif bila terjadi pemadaman listrik dari PLN, dan masih banyak lagi berita terbaru dan bonus2 yg diberikan dari PLN 👍👍👍😇"
368,23 Januari 2023,3,Neutral,Sutri Amami,"Saat ini saya kesulitan masuk menggunakan nomor telpon dan email alasannya karena ada gangguan sistem, padahal internet saya ngacir digunakan untuk aplikasi lain tidak ada kendala, saya ingin memantau aduan saya pada aplikasi"
369,16 Maret 2023,5,Possitive,Nazela Ramadhani,saya sangat respect dengan anggota² yang sampai ingin masuk kepelosok dengan keadaan jalan yang tidak memadai.Dan aplikasi ini sangat membantu dalam mempermudah komunikasi.
370,8 Maret 2023,1,Negative,AR_7 SEVEN,"Untuk pihak penyedia aplikasi tolong dong jaringan sudah bagus, wifi stabil, tapi kenapa terasa berat."
371,14 Februari 2023,5,Possitive,Rafi Anggara,"Aplikasi PLN Mobile ini si sangat bermanfaat bagi saya, khususnya dalam melakukan pembayaran atau pembelian token listrik. Nggak cuma itu aja si saya juga dapat info terbaru seputar pemadaman listrik di lokasi terkait"
372,6 Februari 2023,5,Possitive,Rahmat Al-Amin,"Aplikasi yang sangat membantu dari semuanya, mulai pengaduan, informasi gangguan, tambah daya penyambungan baru dan isi token semakin mudah dan skrg ada tambahan untuk internetnya. terimakasih PLN sudah menyediakan aplikasi ini."
373,27 Maret 2023,5,Possitive,Jonsen Tamin,"Terimakasih atas respon yg cepat atas keluhan saya,sekarang udh bisa dipakai lagi .sudah dapat memuat lokasi nya.dan bisa dapat tambah daya dengan harga promo"
374,27 Maret 2023,5,Possitive,Agus Siswanto,"pengaduan cpt ditanggapi, bagus sistemnya, fiturnya komplit dan mudah dimengerti."
375,17 Januari 2023,4,Neutral,Huda Irawan,"Untuk pemakaian WiFi di awal tidak ada kendala bagus bagus saja menjelang 1 bulan pemakaian kadang jaringan iconect suka gangguan, mau buka gambar sering loading mohon di perbaiki lagi kualitas nya"
376,12 Maret 2023,5,Possitive,Dar Oji,"Aplikasi sangat membantu, tapi penanganan untuk pengaduan lewat aplikasi nya agak lama,mohon di percepat terimakasih, lebih cepat lewat telpon"
377,21 Februari 2023,1,Negative,Regina Nurul Farida Sanny,"Notifikasi pemadaman tidak up-to-date, pencarian tentang pemadaman di sekitar lokasi saya tidak termuat/gagal akses lokasi, gagal verifikasi data."
378,8 Februari 2023,5,Possitive,Ham danny,"Wah ternyata aplikasi ini sangat membatu,yang bisanya beli pulsa jauh2 ke Indomaret, Alfamart.sekarang bisa sambil rebahan,dan ditambah lagi dengan adanya fitur-fitur yang lain,pokoknya terbaik 👍👍👍👍"
379,29 Januari 2023,5,Possitive,bangkalaan projeck,terima kasih atas bantuan nya dengan adanya aplikasi PLN mobile saya bisa berkomunikasi dengan operator PLN nya langsung dan pelayanan nya sangat cepat sekali dan aplikasi PLN mobile ini juga sudah membantu saya sekali lagi saya ucapkan banyak terima kasih
380,6 Februari 2023,5,Possitive,Tresiana Listyanti,"Aplikasinya sangat memudahkan bagi pelanggan karena bisa digunakan di mana saja, kapan saja dan mendapatkan informasi dengan mudah. Terima kasih PLN Mobile. Segalanya jadi serba mudah, semua jadi satu aplikasi."
381,23 Maret 2023,1,Negative,Encung. Mazika,Kalau dibatalkan uangnya tidak di kembalikan Sudah hampir 2 bulan. nomor lapor terlalu banyak sampai hilang. uang hilang Andainya Kalau ada pembatalan di kembalikan ke rekening yang sudah membayar di awal enak
382,1 Maret 2023,4,Possitive,Yolanda putri wulandani,"pendaftaran mudah, fitur dan menu mudah digunakan, semoga lebih disempurnakan lagi fitur pengingat dan fitur lain yang makin memudahkan"
383,15 Februari 2023,5,Possitive,Daffadwi 94,Trimaksih dengan adanya aplikasi ini sangat membatu dalam pekerjaan dan semua yg besangkutan dengan pln ..pokoknya sangat membntu sekali trima kasih pln mobile..
384,22 Februari 2023,5,Possitive,muhammad hambali,"Alhamdulillan sejak ada app pln mobile ngak perlu keluar rumah untuk laporan gangguan,pasang baru dan tambah daya serta beli token cukup dari rumah saja,serasa kantor pln ada di rumah sendiri,PLN mantap..👍🏻👍🏻"
385,8 Maret 2023,5,Possitive,Faradila Mustafa,"Aplikasi PLN Mobile sangat membantu Skali dlm mengatasi gangguan dll, & yg paling bgs nya itu, tanpa perlu ke ktr lg untuk but laporan. Aplikasi ini mmg terbaik👍👍"
386,28 Maret 2023,5,Possitive,Galih Ginanjar,"Dgn adanya aplikasi PLN MOBILE ini saya merasa sangat terbantu,dgn berbagai macam permasalahan di kilometer saya tanpa ada biaya... Terima kasih banyak..."
387,31 Januari 2023,5,Possitive,Fendhy Mone,"Aplikasi Paling Berguna No 1 di Play Store saat ini. Sangat membantu dalam proses Pengaduan Gangguan Listrik, Permohonan Pasang baru, tambah daya dan masih banyak manfaat lain nya. ♥️"
388,3 Maret 2023,5,Possitive,Prasetia 11,"Benar-benar semua semakin mudah. Pasang baru, penanganan gangguan, beli token, simulasi. all in one app!"
389,1 Maret 2023,4,Neutral,Asynuzar Family,Pada saat isi data pilihan nama kabupaten/kota nya salah dan tidak bisa diubah. Padahal sudah jelas nama kabupaten yang benar yg tertulis di alamat saat memilih di peta.
390,19 Maret 2023,1,Negative,Adam Ardiansyah,"Aplikasi jelek, sangat tidak membantu, pengajuan berkali-kali padam lampu tidak pernah di tindak, saya bayar listrik bukan gratis bos."
391,22 Februari 2023,4,Neutral,Muslim Mhd Nur,"Min kenapa tagihan iconnet tak muncul, sudah dimasukkan id nya berkali, sudah direstar juga, malah diinstall ulang... Tetap tak muncul min, gimana nih????"
392,11 Maret 2023,2,Negative,Muslihat,Masih tidak bisa aktivasi saldo padahal email sudah terverifikasi. Aneh aplikasi ini. Seperti tidak boleh simpan uang buat saldo 😂🤣
393,29 Maret 2023,5,Possitive,Sastra Sitorus,Terimakasih PLN untuk aplikasinya.. Cukup membantu dalam proses pasang baru dan pemadaman listrik.. 🌟🥳🌟
394,7 Februari 2023,5,Possitive,Khoirul Anam,"Sangat membantu dan memudahkan kita dalam hal pelayanan pln , jadi kita tidak perlu repot"" ke kantor pln , cukup lewat aplikasi pln mobile kita sudah bisa melaporkan kendala apa kita alami dalam hal kelistrikan yang berhubungan dengan pln."
395,11 Maret 2023,5,Possitive,Anis ganteng anis,Sangat bagus & sangat membantu. Mempermudah kami saat ada gangguan kelistrikan.. Tdk PLN.
396,18 Januari 2023,5,Possitive,Suci Indah Asmarani,"Aplikasinya bermanfaat sekali, pertama kali pakai saat pengaduan pemadaman listrik. Aplikasinya user friendly dan penanganan cepat. Mantap 👍"
397,24 Februari 2023,1,Negative,Eva Lestari,"Sekrang kalau mau kumpulin koin atau foto kilometer selalu eror padahal sudah di update,, tolong di perbaiki . Bagai mana mau kasih bintang 5 kalau begitu"
398,24 Januari 2023,5,Possitive,rolly 86,"Aplikasi ini sangat membantu sekali, bisa tahu info pemadaman, tagihan, migrasi, pasang baru, tambah daya dan juga bisa langsung buat pengaduan tanpa harus datang ke kantor PLN...keren dehc"
